record_id,challenge_id,primary_category,predicted_category,prediction_confidence,text
GHV20000397,GHV2CH0000397,PUBLIC_SAFETY,ENERGY,0.45709138519195824,"Description: Geographic evaluation scenario in Udham Singh Nagar, Uttarakhand: street lighting is the subject of a local assessment. Village representatives report that the service lacks timely status information. The setting is semi-urban; response is operating with limited storage. The case is examined after heavy rain, and local evidence should be checked before routing.
Context: semi-urban context in Udham Singh Nagar, Uttarakhand, India.
Citizen statement: Village representatives report a local difficulty involving street lighting.
State: Uttarakhand
District: Udham Singh Nagar
Language: Hindi"
GHV20000414,GHV2CH0000414,EDUCATION,EMPLOYMENT,0.4602125735687755,"Description: Holdout case from Kolkata, West Bengal. A industrial community is reviewing vocational training. Feedback from caregivers indicates that it causes avoidable travel. Teams are working with limited storage. The condition is evaluated when storage is near capacity so that geographic generalization can be measured without relying on the training narrative.
Context: industrial context in Kolkata, West Bengal, India.
Citizen statement: Caregivers report a local difficulty involving vocational training.
State: West Bengal
District: Kolkata
Language: Hindi"
GHV20000492,GHV2CH0000492,DISASTER_MANAGEMENT,PUBLIC_SAFETY,0.7950328005349072,"Description: Local evaluation note — Agartala, Tripura. Topic: emergency communication. Reported user group: local employers. Observed condition: the service has uneven coverage. Operating context: with changing user volumes. Timing: during market opening. The purpose is to test whether a model generalizes to a new geographic context.
Context: industrial context in Agartala, Tripura, India.
Citizen statement: Local employers report a local difficulty involving emergency communication.
State: Tripura
District: Agartala
Language: English"
GHV20000526,GHV2CH0000526,EDUCATION,EMPLOYMENT,0.459681980146468,"Description: Holdout case from Udham Singh Nagar, Uttarakhand. A pilgrimage community is reviewing vocational training. Feedback from farmers indicates that it changes sharply by season. Teams are working with changing user volumes. The condition is evaluated when field information is incomplete so that geographic generalization can be measured without relying on the training narrative.
Context: pilgrimage context in Udham Singh Nagar, Uttarakhand, India.
Citizen statement: Farmers report a local difficulty involving vocational training.
State: Uttarakhand
District: Udham Singh Nagar
Language: Hinglish"
GHV20000541,GHV2CH0000541,PUBLIC_SAFETY,DISASTER_MANAGEMENT,0.46391533226519144,"Description: Geographic evaluation scenario in Udham Singh Nagar, Uttarakhand: emergency communication is the subject of a local assessment. School staff report that the service changes sharply by season. The setting is agricultural; response is operating with delayed field confirmation. The case is examined during market opening, and local evidence should be checked before routing.
Context: agricultural context in Udham Singh Nagar, Uttarakhand, India.
Citizen statement: School staff report a local difficulty involving emergency communication.
State: Uttarakhand
District: Udham Singh Nagar
Language: English"
GHV20000601,GHV2CH0000601,SOCIAL_WELFARE,DIGITAL_SERVICES,0.24220777572779667,"Description: Geographic evaluation scenario in Udham Singh Nagar, Uttarakhand: documentation is the subject of a local assessment. School staff report that the service changes sharply by season. The setting is mountainous; response is operating with low-bandwidth communication. The case is examined during the afternoon service cycle, and local evidence should be checked before routing.
Context: mountainous context in Udham Singh Nagar, Uttarakhand, India.
Citizen statement: School staff report a local difficulty involving documentation.
State: Uttarakhand
District: Udham Singh Nagar
Language: Hindi"
GHV20000606,GHV2CH0000606,EDUCATION,DIGITAL_SERVICES,0.23227601708519666,"Description: Holdout case from Srinagar, Jammu & Kashmir. A urban community is reviewing school infrastructure. Feedback from farmers indicates that it returns after temporary fixes. Teams are working with low-bandwidth communication. The condition is evaluated around a community event so that geographic generalization can be measured without relying on the training narrative.
Context: urban context in Srinagar, Jammu & Kashmir, India.
Citizen statement: Farmers report a local difficulty involving school infrastructure.
State: Jammu & Kashmir
District: Srinagar
Language: English"
GHV20000612,GHV2CH0000612,TRANSPORTATION,DIGITAL_SERVICES,0.42265856336524815,"Description: Local evaluation note — Bokaro, Jharkhand. Topic: public transport. Reported user group: local employers. Observed condition: the service has uneven coverage. Operating context: with low-bandwidth communication. Timing: after a seasonal change. The purpose is to test whether a model generalizes to a new geographic context.
Context: industrial context in Bokaro, Jharkhand, India.
Citizen statement: Local employers report a local difficulty involving public transport.
State: Jharkhand
District: Bokaro
Language: Hinglish"
GHV20000638,GHV2CH0000638,EDUCATION,EMPLOYMENT,0.4255817311362828,"Description: Holdout case from Aizawl, Mizoram. A river-valley community is reviewing vocational training. Feedback from self-help groups indicates that it creates queues. Teams are working with phone-heavy coordination. The condition is evaluated before the morning service peak so that geographic generalization can be measured without relying on the training narrative.
Context: river-valley context in Aizawl, Mizoram, India.
Citizen statement: Self-help groups report a local difficulty involving vocational training.
State: Mizoram
District: Aizawl
Language: Hindi"
GHV20000656,GHV2CH0000656,INFRASTRUCTURE,EDUCATION,0.4717859688929651,"Description: Local evaluation note — Panaji, Goa. Topic: school infrastructure. Reported user group: field technicians. Observed condition: the service becomes unreliable after disruption. Operating context: with phone-heavy coordination. Timing: during a service shift. The purpose is to test whether a model generalizes to a new geographic context.
Context: river-valley context in Panaji, Goa, India.
Citizen statement: Field technicians report a local difficulty involving school infrastructure.
State: Goa
District: Panaji
Language: English"
GHV20000684,GHV2CH0000684,DISASTER_MANAGEMENT,OTHER,0.22264335149864295,"Description: Local evaluation note — Gwalior, Madhya Pradesh. Topic: rockfalls. Reported user group: tourism workers. Observed condition: the service causes avoidable travel. Operating context: with phone-heavy coordination. Timing: during weekend activity. The purpose is to test whether a model generalizes to a new geographic context.
Context: industrial context in Gwalior, Madhya Pradesh, India.
Citizen statement: Tourism workers report a local difficulty involving rockfalls.
State: Madhya Pradesh
District: Gwalior
Language: English"
GHV20000749,GHV2CH0000749,PUBLIC_SAFETY,DISASTER_MANAGEMENT,0.6941348132204604,"Description: Geographic evaluation scenario in Panaji, Goa: emergency communication is the subject of a local assessment. Small businesses report that the service fails intermittently. The setting is rural; response is operating with reactive maintenance. The case is examined when demand rises unexpectedly, and local evidence should be checked before routing.
Context: rural context in Panaji, Goa, India.
Citizen statement: Small businesses report a local difficulty involving emergency communication.
State: Goa
District: Panaji
Language: Hindi"
GHV20000750,GHV2CH0000750,EDUCATION,EMPLOYMENT,0.46096908320888447,"Description: Holdout case from New Delhi, Delhi. A industrial community is reviewing vocational training. Feedback from drivers indicates that it becomes unpredictable at peak times. Teams are working with reactive maintenance. The condition is evaluated after a power interruption so that geographic generalization can be measured without relying on the training narrative.
Context: industrial context in New Delhi, Delhi, India.
Citizen statement: Drivers report a local difficulty involving vocational training.
State: Delhi
District: New Delhi
Language: Hindi"
GHV20000768,GHV2CH0000768,INFRASTRUCTURE,EDUCATION,0.4654395476691553,"Description: Local evaluation note — Vadodara, Gujarat. Topic: school infrastructure. Reported user group: patients. Observed condition: the service creates repeated delays. Operating context: with reactive maintenance. Timing: when demand is uneven. The purpose is to test whether a model generalizes to a new geographic context.
Context: industrial context in Vadodara, Gujarat, India.
Citizen statement: Patients report a local difficulty involving school infrastructure.
State: Gujarat
District: Vadodara
Language: English"
GHV20000813,GHV2CH0000813,PUBLIC_SAFETY,ENERGY,0.5688866709089807,"Description: Geographic evaluation scenario in Mysuru, Karnataka: street lighting is the subject of a local assessment. Students report that the service creates repeated delays. The setting is urban; response is operating with unclear ownership. The case is examined when connectivity is weak, and local evidence should be checked before routing.
Context: urban context in Mysuru, Karnataka, India.
Citizen statement: Students report a local difficulty involving street lighting.
State: Karnataka
District: Mysuru
Language: Hinglish"
GHV20000862,GHV2CH0000862,EDUCATION,EMPLOYMENT,0.44262498422670266,"Description: Holdout case from Udham Singh Nagar, Uttarakhand. A tourism-heavy community is reviewing vocational training. Feedback from community volunteers indicates that it lacks timely status information. Teams are working with a need for evidence before escalation. The condition is evaluated when connectivity is weak so that geographic generalization can be measured without relying on the training narrative.
Context: tourism-heavy context in Udham Singh Nagar, Uttarakhand, India.
Citizen statement: Community volunteers report a local difficulty involving vocational training.
State: Uttarakhand
District: Udham Singh Nagar
Language: Hinglish"
GHV20000880,GHV2CH0000880,INFRASTRUCTURE,EDUCATION,0.4014244368333413,"Description: Local evaluation note — Udham Singh Nagar, Uttarakhand. Topic: school infrastructure. Reported user group: commuters. Observed condition: the service is reported inconsistently. Operating context: with a need for evidence before escalation. Timing: during weekend activity. The purpose is to test whether a model generalizes to a new geographic context.
Context: urban context in Udham Singh Nagar, Uttarakhand, India.
Citizen statement: Commuters report a local difficulty involving school infrastructure.
State: Uttarakhand
District: Udham Singh Nagar
Language: Hindi"
GHV20000992,GHV2CH0000992,INFRASTRUCTURE,EDUCATION,0.48943966803477235,"Description: Local evaluation note — Kohima, Nagaland. Topic: school infrastructure. Reported user group: local employers. Observed condition: the service is difficult to monitor. Operating context: with constrained road access. Timing: on high-commuter days. The purpose is to test whether a model generalizes to a new geographic context.
Context: river-valley context in Kohima, Nagaland, India.
Citizen statement: Local employers report a local difficulty involving school infrastructure.
State: Nagaland
District: Kohima
Language: English"
GHV20001086,GHV2CH0001086,EDUCATION,EMPLOYMENT,0.5076948921750634,"Description: Holdout case from Gorakhpur, Uttar Pradesh. A industrial community is reviewing vocational training. Feedback from farmers indicates that it returns after temporary fixes. Teams are working with fragmented records. The condition is evaluated near the weekly market cycle so that geographic generalization can be measured without relying on the training narrative.
Context: industrial context in Gorakhpur, Uttar Pradesh, India.
Citizen statement: Farmers report a local difficulty involving vocational training.
State: Uttar Pradesh
District: Gorakhpur
Language: English"
GHV20001104,GHV2CH0001104,INFRASTRUCTURE,EDUCATION,0.5059536452484172,"Description: Local evaluation note — Patna, Bihar. Topic: school infrastructure. Reported user group: tourism workers. Observed condition: the service causes avoidable travel. Operating context: with fragmented records. Timing: before expected weather disruption. The purpose is to test whether a model generalizes to a new geographic context.
Context: industrial context in Patna, Bihar, India.
Citizen statement: Tourism workers report a local difficulty involving school infrastructure.
State: Bihar
District: Patna
Language: Hindi"
GHV20001165,GHV2CH0001165,PUBLIC_SAFETY,DISASTER_MANAGEMENT,0.4074450492693206,"Description: Geographic evaluation scenario in Udham Singh Nagar, Uttarakhand: emergency communication is the subject of a local assessment. Public transport users report that the service is reported inconsistently. The setting is agricultural; response is operating with variable visit frequency. The case is examined near school closing, and local evidence should be checked before routing.
Context: agricultural context in Udham Singh Nagar, Uttarakhand, India.
Citizen statement: Public transport users report a local difficulty involving emergency communication.
State: Uttarakhand
District: Udham Singh Nagar
Language: Hindi"
GHV20001198,GHV2CH0001198,EDUCATION,EMPLOYMENT,0.3363574046300501,"Description: Holdout case from Udham Singh Nagar, Uttarakhand. A remote community is reviewing vocational training. Feedback from self-help groups indicates that it is hard to verify from available records. Teams are working with slow feedback. The condition is evaluated when storage is near capacity so that geographic generalization can be measured without relying on the training narrative.
Context: remote context in Udham Singh Nagar, Uttarakhand, India.
Citizen statement: Self-help groups report a local difficulty involving vocational training.
State: Uttarakhand
District: Udham Singh Nagar
Language: Hindi"
GHV20001229,GHV2CH0001229,PUBLIC_SAFETY,ENERGY,0.5520696353211982,"Description: Geographic evaluation scenario in Cuttack, Odisha: street lighting is the subject of a local assessment. Small businesses report that the service fails intermittently. The setting is rural; response is operating with uneven demand distribution. The case is examined during evening demand, and local evidence should be checked before routing.
Context: rural context in Cuttack, Odisha, India.
Citizen statement: Small businesses report a local difficulty involving street lighting.
State: Odisha
District: Cuttack
Language: Hinglish"
GHV20001271,GHV2CH0001271,ENERGY,PUBLIC_SAFETY,0.36005970024229694,"Description: For independent geographic testing, consider street lighting in Kohima, Nagaland. The reported users are market vendors; they describe a service that becomes unreliable after disruption. The operating context includes with uneven demand distribution, and the situation is most relevant when resources are committed. This scenario must be verified locally rather than assumed from another district.
Context: rural context in Kohima, Nagaland, India.
Citizen statement: Market vendors report a local difficulty involving street lighting.
State: Nagaland
District: Kohima
Language: Hindi"
GHV20001310,GHV2CH0001310,EDUCATION,EMPLOYMENT,0.42801053492154134,"Description: Holdout case from Guwahati, Assam. A river-valley community is reviewing vocational training. Feedback from drivers indicates that it works for some users but not others. Teams are working with repeated verification needs. The condition is evaluated when field information is incomplete so that geographic generalization can be measured without relying on the training narrative.
Context: river-valley context in Guwahati, Assam, India.
Citizen statement: Drivers report a local difficulty involving vocational training.
State: Assam
District: Guwahati
Language: English"
GHV20001386,GHV2CH0001386,ENVIRONMENT,OTHER,0.4364344218184368,"Description: Holdout case from Shillong, Meghalaya. A industrial community is reviewing biodiversity. Feedback from farmers indicates that it returns after temporary fixes. Teams are working with shared resource pools. The condition is evaluated when demand rises unexpectedly so that geographic generalization can be measured without relying on the training narrative.
Context: industrial context in Shillong, Meghalaya, India.
Citizen statement: Farmers report a local difficulty involving biodiversity.
State: Meghalaya
District: Shillong
Language: English"
GHV20001422,GHV2CH0001422,EDUCATION,EMPLOYMENT,0.32458933661315154,"Description: Holdout case from Agartala, Tripura. A industrial community is reviewing vocational training. Feedback from community volunteers indicates that it has uneven coverage. Teams are working with limited after-hours support. The condition is evaluated before the morning service peak so that geographic generalization can be measured without relying on the training narrative.
Context: industrial context in Agartala, Tripura, India.
Citizen statement: Community volunteers report a local difficulty involving vocational training.
State: Tripura
District: Agartala
Language: Hindi"
GHV20001437,GHV2CH0001437,PUBLIC_SAFETY,ENERGY,0.22200007292241689,"Description: Geographic evaluation scenario in Kolkata, West Bengal: street lighting is the subject of a local assessment. Village representatives report that the service has uneven coverage. The setting is urban; response is operating with limited after-hours support. The case is examined during a staff shortage, and local evidence should be checked before routing.
Context: urban context in Kolkata, West Bengal, India.
Citizen statement: Village representatives report a local difficulty involving street lighting.
State: West Bengal
District: Kolkata
Language: English"
GHV20001479,GHV2CH0001479,ENERGY,PUBLIC_SAFETY,0.5051358923272715,"Description: For independent geographic testing, consider street lighting in Shillong, Meghalaya. The reported users are residents; they describe a service that causes avoidable travel. The operating context includes with inconsistent updates, and the situation is most relevant at harvest time. This scenario must be verified locally rather than assumed from another district.
Context: urban context in Shillong, Meghalaya, India.
Citizen statement: Residents report a local difficulty involving street lighting.
State: Meghalaya
District: Shillong
Language: English"
GHV20001534,GHV2CH0001534,EDUCATION,EMPLOYMENT,0.37384939417521884,"Description: Holdout case from Udham Singh Nagar, Uttarakhand. A border-region community is reviewing vocational training. Feedback from caregivers indicates that it requires several manual follow-ups. Teams are working with long specialist travel. The condition is evaluated after a power interruption so that geographic generalization can be measured without relying on the training narrative.
Context: border-region context in Udham Singh Nagar, Uttarakhand, India.
Citizen statement: Caregivers report a local difficulty involving vocational training.
State: Uttarakhand
District: Udham Singh Nagar
Language: Hindi"
GHV20001536,GHV2CH0001536,INFRASTRUCTURE,HEALTHCARE,0.23556495267051145,"Description: Local evaluation note — Srinagar, Jammu & Kashmir. Topic: bridges. Reported user group: field technicians. Observed condition: the service returns after temporary fixes. Operating context: with long specialist travel. Timing: when access routes are constrained. The purpose is to test whether a model generalizes to a new geographic context.
Context: urban context in Srinagar, Jammu & Kashmir, India.
Citizen statement: Field technicians report a local difficulty involving bridges.
State: Jammu & Kashmir
District: Srinagar
Language: English"
GHV20001581,GHV2CH0001581,PUBLIC_SAFETY,DISASTER_MANAGEMENT,0.6398425013480833,"Description: Geographic evaluation scenario in Kohima, Nagaland: emergency communication is the subject of a local assessment. School staff report that the service returns after temporary fixes. The setting is urban; response is operating with changing environmental conditions. The case is examined during the afternoon service cycle, and local evidence should be checked before routing.
Context: urban context in Kohima, Nagaland, India.
Citizen statement: School staff report a local difficulty involving emergency communication.
State: Nagaland
District: Kohima
Language: Hinglish"
GHV20001645,GHV2CH0001645,PUBLIC_SAFETY,ENERGY,0.3936682167591248,"Description: Geographic evaluation scenario in Udham Singh Nagar, Uttarakhand: street lighting is the subject of a local assessment. Public transport users report that the service is reported inconsistently. The setting is semi-urban; response is operating with demand concentrated in time windows. The case is examined around a service deadline, and local evidence should be checked before routing.
Context: semi-urban context in Udham Singh Nagar, Uttarakhand, India.
Citizen statement: Public transport users report a local difficulty involving street lighting.
State: Uttarakhand
District: Udham Singh Nagar
Language: English"
GHV20001646,GHV2CH0001646,EDUCATION,EMPLOYMENT,0.470992068258345,"Description: Holdout case from Hyderabad, Telangana. A river-valley community is reviewing vocational training. Feedback from farmers indicates that it becomes unreliable after disruption. Teams are working with demand concentrated in time windows. The condition is evaluated when connectivity is weak so that geographic generalization can be measured without relying on the training narrative.
Context: river-valley context in Hyderabad, Telangana, India.
Citizen statement: Farmers report a local difficulty involving vocational training.
State: Telangana
District: Hyderabad
Language: English"
GHV20001664,GHV2CH0001664,INFRASTRUCTURE,EDUCATION,0.4957134350512336,"Description: Local evaluation note — Amritsar, Punjab. Topic: school infrastructure. Reported user group: tourism workers. Observed condition: the service fails intermittently. Operating context: with demand concentrated in time windows. Timing: during weekend activity. The purpose is to test whether a model generalizes to a new geographic context.
Context: river-valley context in Amritsar, Punjab, India.
Citizen statement: Tourism workers report a local difficulty involving school infrastructure.
State: Punjab
District: Amritsar
Language: Hindi"
GHV20001758,GHV2CH0001758,EDUCATION,EMPLOYMENT,0.3248522725306403,"Description: Holdout case from Shillong, Meghalaya. A industrial community is reviewing vocational training. Feedback from self-help groups indicates that it creates repeated delays. Teams are working with routine and exceptional requests mixed. The condition is evaluated when several agencies receive reports so that geographic generalization can be measured without relying on the training narrative.
Context: industrial context in Shillong, Meghalaya, India.
Citizen statement: Self-help groups report a local difficulty involving vocational training.
State: Meghalaya
District: Shillong
Language: Hindi"
GHV20001789,GHV2CH0001789,PUBLIC_SAFETY,DISASTER_MANAGEMENT,0.4023251413571862,"Description: Geographic evaluation scenario in Udham Singh Nagar, Uttarakhand: emergency communication is the subject of a local assessment. Small businesses report that the service requires several manual follow-ups. The setting is agricultural; response is operating with public/community resource coordination. The case is examined when multiple requests arrive together, and local evidence should be checked before routing.
Context: agricultural context in Udham Singh Nagar, Uttarakhand, India.
Citizen statement: Small businesses report a local difficulty involving emergency communication.
State: Uttarakhand
District: Udham Singh Nagar
Language: Hinglish"
GHV20001801,GHV2CH0001801,SOCIAL_WELFARE,OTHER,0.322703611631896,"Description: Geographic evaluation scenario in Udham Singh Nagar, Uttarakhand: documentation is the subject of a local assessment. School staff report that the service changes sharply by season. The setting is semi-urban; response is operating with public/community resource coordination. The case is examined during a crowded period, and local evidence should be checked before routing.
Context: semi-urban context in Udham Singh Nagar, Uttarakhand, India.
Citizen statement: School staff report a local difficulty involving documentation.
State: Uttarakhand
District: Udham Singh Nagar
Language: English"
GHV20001802,GHV2CH0001802,ENVIRONMENT,OTHER,0.4880400918830784,"Description: Holdout case from Gangtok, Sikkim. A tourism-heavy community is reviewing biodiversity. Feedback from community volunteers indicates that it is difficult to monitor. Teams are working with public/community resource coordination. The condition is evaluated near school closing so that geographic generalization can be measured without relying on the training narrative.
Context: tourism-heavy context in Gangtok, Sikkim, India.
Citizen statement: Community volunteers report a local difficulty involving biodiversity.
State: Sikkim
District: Gangtok
Language: Hinglish"
GHV20001853,GHV2CH0001853,PUBLIC_SAFETY,ENERGY,0.36179010870401745,"Description: Geographic evaluation scenario in Surat, Gujarat: street lighting is the subject of a local assessment. Students report that the service creates queues. The setting is rural; response is operating with an unresolved backlog. The case is examined when a facility has reduced capacity, and local evidence should be checked before routing.
Context: rural context in Surat, Gujarat, India.
Citizen statement: Students report a local difficulty involving street lighting.
State: Gujarat
District: Surat
Language: English"
GHV20001870,GHV2CH0001870,EDUCATION,EMPLOYMENT,0.39775627831167726,"Description: Holdout case from Udham Singh Nagar, Uttarakhand. A peri-urban community is reviewing vocational training. Feedback from drivers indicates that it is reported inconsistently. Teams are working with intermittent connectivity. The condition is evaluated near the weekly market cycle so that geographic generalization can be measured without relying on the training narrative.
Context: peri-urban context in Udham Singh Nagar, Uttarakhand, India.
Citizen statement: Drivers report a local difficulty involving vocational training.
State: Uttarakhand
District: Udham Singh Nagar
Language: English"
GHV20001888,GHV2CH0001888,INFRASTRUCTURE,EDUCATION,0.3631915385166582,"Description: Local evaluation note — Udham Singh Nagar, Uttarakhand. Topic: school infrastructure. Reported user group: patients. Observed condition: the service is hard to verify from available records. Operating context: with intermittent connectivity. Timing: before expected weather disruption. The purpose is to test whether a model generalizes to a new geographic context.
Context: mountainous context in Udham Singh Nagar, Uttarakhand, India.
Citizen statement: Patients report a local difficulty involving school infrastructure.
State: Uttarakhand
District: Udham Singh Nagar
Language: Hindi"
GHV20001895,GHV2CH0001895,ENERGY,PUBLIC_SAFETY,0.4490820702756721,"Description: For independent geographic testing, consider street lighting in Gangtok, Sikkim. The reported users are frontline workers; they describe a service that works for some users but not others. The operating context includes with intermittent connectivity, and the situation is most relevant when demand is uneven. This scenario must be verified locally rather than assumed from another district.
Context: rural context in Gangtok, Sikkim, India.
Citizen statement: Frontline workers report a local difficulty involving street lighting.
State: Sikkim
District: Gangtok
Language: Hinglish"
GHV20001932,GHV2CH0001932,DISASTER_MANAGEMENT,PUBLIC_SAFETY,0.7800522164864381,"Description: Local evaluation note — Shimla, Himachal Pradesh. Topic: emergency communication. Reported user group: local employers. Observed condition: the service has uneven coverage. Operating context: with a need to separate routine from high-risk cases. Timing: during a local inspection. The purpose is to test whether a model generalizes to a new geographic context.
Context: tourism-heavy context in Shimla, Himachal Pradesh, India.
Citizen statement: Local employers report a local difficulty involving emergency communication.
State: Himachal Pradesh
District: Shimla
Language: Hinglish"
GHV20001982,GHV2CH0001982,EDUCATION,EMPLOYMENT,0.44265358752253564,"Description: Holdout case from Raipur, Chhattisgarh. A river-valley community is reviewing vocational training. Feedback from community volunteers indicates that it is difficult to monitor. Teams are working with little operating margin. The condition is evaluated when storage is near capacity so that geographic generalization can be measured without relying on the training narrative.
Context: river-valley context in Raipur, Chhattisgarh, India.
Citizen statement: Community volunteers report a local difficulty involving vocational training.
State: Chhattisgarh
District: Raipur
Language: Hindi"
GHV20001997,GHV2CH0001997,PUBLIC_SAFETY,DISASTER_MANAGEMENT,0.6402684259189563,"Description: Geographic evaluation scenario in Itanagar, Arunachal Pradesh: emergency communication is the subject of a local assessment. Village representatives report that the service is difficult to monitor. The setting is high-altitude; response is operating with little operating margin. The case is examined during a crowded period, and local evidence should be checked before routing.
Context: high-altitude context in Itanagar, Arunachal Pradesh, India.
Citizen statement: Village representatives report a local difficulty involving emergency communication.
State: Arunachal Pradesh
District: Itanagar
Language: Hinglish"
GHV20002094,GHV2CH0002094,EDUCATION,EMPLOYMENT,0.2652841008810614,"Description: Holdout case from Srinagar, Jammu & Kashmir. A high-altitude community is reviewing vocational training. Feedback from caregivers indicates that it causes avoidable travel. Teams are working with limited historical data. The condition is evaluated when field information is incomplete so that geographic generalization can be measured without relying on the training narrative.
Context: high-altitude context in Srinagar, Jammu & Kashmir, India.
Citizen statement: Caregivers report a local difficulty involving vocational training.
State: Jammu & Kashmir
District: Srinagar
Language: English"
GHV20002103,GHV2CH0002103,ENERGY,PUBLIC_SAFETY,0.3121463151745451,"Description: For independent geographic testing, consider street lighting in Leh, Ladakh. The reported users are municipal workers; they describe a service that creates repeated delays. The operating context includes with limited historical data, and the situation is most relevant after a procedure change. This scenario must be verified locally rather than assumed from another district.
Context: high-altitude context in Leh, Ladakh, India.
Citizen statement: Municipal workers report a local difficulty involving street lighting.
State: Ladakh
District: Leh
Language: Hinglish"
